,id,description,mpn,total_stock,batch_average,time_average,last_batch,risk,rop_estimate
154,5mb993v6m4g898vnbvd7951n87,PCB PicoEMP,,464,-100.0,0.0,76,Low - not enough data,-7.0
155,3snnkr3bztg049f4cewa3j4xgd,RES 10K OHM 1% 1/10W 0603,CRCW060310K0FKEAC,0,-462.0,0.0,334,Low - not enough data,-341.0
156,62g9a6akc8hj9b57vqez7xtys7,BLACK COATING ; HIGH TEMP. (MATWEB),7548A11,8,-3.9699999999999998,34.875,14,Medium,62.75
157,3hxte2154wj6y8tjwgds0g4vxr,"SMA Male plug, Straight PCB Vertical Mount, Low Cost (Aliexpress)",,200,-37.625,87.66666666666667,75,Low,431.33333333333337
158,4h4zgp1kxegkrbvncxjc5ac0gv,ADVANCED BREAKOUT PCB,,0,-15.0,2.0,12,High - overdue for batch,-17.0
159,3zxqkdkaq0kbya4q5bkx4r3hvf,"Hex L-Key with Standard Tip, 2 mm Size, 3-1/4"" Overall Length",6958A11,37,-3.166666666666666,49.5,68,Low,537.5
160,3eycyv7zhmkvm9qcykdfyf79zd,"RF SMA Connector, 1 Contact(s), Female, Board Mount, Solder Terminal, Locking, Jack",5-1814400-2,0,-60.0,0.0,19,Low - not enough data,-26.0
161,4dqeszs416hhpaz89tc52v7sdx,"RISC Microcontroller, 32-Bit, FLASH, CORTEX-M4 CPU, 168MHz, CMOS, PQFP64",STM32F415RGT6TR,0,-50.0,20.0,109,High - overdue for batch,-96.0
162,6cejb8tp8mh249fz333nb1vvj9,"BERGEN BD,K410T NO VCCINT (UNMOUNTED CAPS)",,0,-1.0,0.0,203,Low - not enough data,-210.0
163,4jeynv2jrtjksb9qd1c8h7exzp,"5"" Jumper Cable, dupont female-female, black, white, orange, and red",b451-2408-12-03-1,996,-4.0,0.0,3,Low - not enough data,-7.0
164,3p3j1b5md8gwc9j3zhx47kznfn,Conn FFC/FPC Connector SKT 50 POS 0.5mm Solder RA SMD Embossed T/R,FH12A-50S-0.5SH(55),18,-10.0,0.0,290,Low - not enough data,-7.0
165,3ezn02dp3ygswa41xgmh8bxmpd,Differential Probe,,59,-11.0425,8.838311688311688,7,Medium,37.19155844155844
166,4e4w9ac3arg65a1s7qs8ds68cb,UFO TARGET BOARD MPC5676R,,0,-7.0,0.0,202,Low - not enough data,-209.0
167,4m9qszfx0yh63aey8dfa7zpxyc,UFO Board Kit,,1,-1.0,0.0,5,Low - not enough data,-7.0
168,3pn62e28drj55a3r8exeahkdnq,DRAM Chip DDR SDRAM 512Mbit 64M X 8 1.8V 24-Pin FBGA Tray,S80KS5122GABHM020,79,-23.75,89.66666666666667,62,Low,262.0
169,3r0vz8s4bgj4tbba2az0e6zdwp,"Power inductor, shielded, 20% tol, SMT, RoHS",MLC1565-732MLC,75,-25.0,0.0,67,Low - not enough data,-7.0
170,4ejvy1pgrajk38e9gctkf5zb0c,XH Series 2.5mm 2 Position Through Hole Shrouded Header Connector,S2B-XH-A(LF)(SN),174,-19.5,132.0,75,Low,1049.0
171,3r1dxq58pyjks9vtpmjk9yc5z0,Res Thick Film 0603 120 Ohm 1% 0.1W(1/10W) }100ppm/ Molded SMD Paper T/R,RC0603FR-07120RL,996,-101.91666666666667,77.55555555555556,13,Low,691.0
172,4n2hdkryb6hnv9t26pdf26ydkm,Canoodler PCB,,155,-1.0,0.0,329,Low - not enough data,-7.0
173,4vrh1df7y2gj6b2znty6hwp78b,"CW310 Kit - no board present, includes acc pack for K410T (spare fan)",,0,-2.916666666666666,55.0,166,High - overdue for batch,-118.0
174,3s48tdeqhekqb95v437jma83pd,SAM4S REV.03,,887,-36.48777777777778,16.76953781512605,5,Low,395.4689075630252
175,6b9qhmqx8rg389k7j9aczfr3xe,MCU 32-bit ARM Cortex M4 RISC 128KB Flash 3.3V 48-Pin TQFP Tray,ATSAM4LC2AA-AU,0,-124.0,0.0,305,Low - not enough data,-312.0
176,41masrg7hthg9akmzscptbh8bp,Crystal 7.3728MHz ±20ppm (Tol) ±50ppm (Stability) 18pF FUND 100Ohm 2-Pin HC-49/US Thru-Hole Bulk,ABL-7.3728MHZ-B2,426,-25.786904761904758,12.087662337662337,7,Low,186.4025974025974
177,3s6k3a06mekj9atfmkczxgxbx1,SONATA rev. 06,,0,-16.11111111111111,6.125,115,High - overdue for batch,-115.0
178,6h4z3ggg08g409xq6efqj67cbb,Res Thick Film 0402 1K Ohm 1% 0.063W(1/16W) ±100ppm/C Pad SMD Automotive T/R,RMCF0402FT1K00,1000,-400.0,0.0,334,Low - not enough data,-7.0
179,3teedn5bxrhne9jnnx05wqye9r,PROBE POWER SUPPLY  LABEL,,13,-69.75,64.5,18,Medium,39.0
180,6dp9xcfzymh1xbnjh5jzwzwsbm,Metric Spacers M3 x 4mm CLEARANCE BRASS 4.75mm O/D,R30-6010402,216,-30.5,114.0,215,Low,791.0
181,49tka6n8cmj5mbvr7ev9gg6qch,"M3 X 10 965-A2 (PASSIVATED 18-8 stainless steel Phillips Flat head screw,M3 x 0.5mm thread,12mm Long",92010A122,31,-21.233333333333334,60.0,39,Medium,53.0
182,3wx2yk02npkqq96e9y6yrp62jd,Chipshover driver board,,36,-17.0,113.0,215,Low,219.0
183,4qgzp8vnkmhe6atwdr1bbjds0q,USER MANUAL FOR CHIPSHOUTER,,45,-9.9,28.12202380952381,6,Low,105.48809523809524
184,6hbx0eaabyk2g81e46aept2kmf,Ferrite Beads Power Chip 1KOhm 30% 100MHz 2A 0.1Ohm DCR 1210 Automotive T/R,FBMH3225HM102NTV,343,-43.27777777777778,134.5,62,Low,934.5
185,40saqc2z4egsnb34yax788exd0,"14 X 10 X 6"" WHITE TAB LOCKING LITERATURE MAILERS",S-12769,19,-8.375454545454545,12.762962962962964,6,High,18.52592592592593
186,6e10s9r1teh1sb8n0n0zrjab4p,CWHUSKY manual,,85,-37.877443609022556,11.505555555555556,3,High,16.011111111111113
187,41221rhje4gkvasb0ggtbsy2vn,CWHUSKY BOTTOM LABEL,,138,-93.0625,35.857142857142854,45,High,28.857142857142854
188,43g74c1vb4j2fazmwzg85s14ts,FPGA Artix-7 Family 33280 Cells 28nm Technology 1V 256-Pin FBGA,XC7A35T-1FTG256C,753,-50.0,0.0,182,Low - not enough data,-7.0
189,4jskq169sgh3cbx72n954eqbwv,CR Series Ø 20 mm 3V 225 mAh Non-Rechargeable Lithium Coin Cell Battery,CR2032,20,-11.264285714285714,53.833333333333336,6,Medium,46.833333333333336
190,5a60x2cbmahpkaesbgmh4nezdn,Chipwhisperer Husky main boards Rev. 03 (7A100T) (UNTESTED),,72,-1.05,327.0,4,Low,22229.0
191,6jx9nw40sejnna882dryb8j44c,Solder Mask; Peelable; pink latex; anti-static; non corrosive; 8.8oz tube,862-250ML,3,-1.0,0.0,168,Low - not enough data,-7.0
192,4qqnrqb63yk7f8b7n63ck1yzca,Conn Unshrouded Header HDR 20 POS 2.54mm Solder ST Top Entry Thru-Hole Bulk,68000-220HLF,131,-208.2436956521739,11.944444444444445,5,High - overdue for batch,-1.0
193,4t75fr9cq6gmz8057bsjs0xre6,20 pin sticker,,22,-14.321548821548822,14.700000000000001,70,High,7.700000000000001
194,5cgzefynrtg329zjfmctevrv6e,Ind High Current Chip Bead 1KOhm 25% 100MHz Ferrite 500mA 0603 T/R,FBMH1608HM102-T,4090,-120.06666666666666,49.0,137,Low,1659.0
195,6pvkptyyxjgwvakvtn0s0sw7q8,4MM/CW,,1,-4.906666666666667,13.981349206349204,6,High,0.0
196,4tjg9gnzs6j63byrveg26qwc4x,Advanced Universal Serial Bus Transcievers 16-TSSOP -40 to 85,TUSB1106PWR,243,-7.0,0.0,332,Low - not enough data,-7.0
197,4dvv98vd8ehnh8ycp9gnt3ynn4,Conn Unshrouded Header HDR 10 POS 1.27mm Solder ST SMD T/R,20021121-00010C4LF,1155,-45.0,0.0,334,Low - not enough data,-7.0
198,5htqgr07tcgsq80pmyg8s2fqn0,Switch Tactile N.O. SPST Projected Plunger PC Pins 0.05A 12VDC 1.57N Thru-Hole,TL1100F160Q,23,-20.0,0.0,290,Low - not enough data,-7.0
199,50vrgt65neganad0ey0smve2sg,Res Thick Film 1.0 x 0.5 mm 680K Ohm 1% 0.063W(1/16W) 100ppm/ C Molded SMD Paper T/R,RC0402FR-07680KL,9000,-1000.0,0.0,334,Low - not enough data,-7.0
200,4a6n32j070h1q9q0x549n9gmj3,PINK FOAM (THICKER(12X12X1),8726K63,0,-4.333333333333333,0.0,341,Low - not enough data,-348.0
201,6tnt95v7gjj8kbch0dq0q7hdd0,"Monoprice 38893 - USB C, 2.0 only, red, braided",38893,0,-9.666666666666666,18.69047619047619,61,High - overdue for batch,-49.0
202,7dd1ym7fjwj7vby36rgfe947ae,"; Zener Voltage Typ, Vz:10V; Power Dissipation, Pd:400mW; Diode Case Style:SOD-323; No. of Pins:2","PDZ10B,115",38,-2.0,0.0,329,Low - not enough data,-7.0
203,5r5zd5mj58hamb9rfan9248gf2,"18-8 Stainless Steel Hex Nut, 4-40 Thread Size",,234,-18.666666666666668,224.0,61,Low,2681.0
204,54assjjtatj5nbre9nrzq837zy,"USB 2.0 Type-C to Type-A, 1.5ft",,36,-122.96666666666665,68.25,55,High,6.0
205,7jhwzsm4x8jch9393bw0yhrx5p,1.5 m:l     kapton tape (for the probe tip),,1,-1.0,0.0,347,Low - not enough data,-7.0
206,73znv55d8rkxq880q43g7272eb,NOR Flash Serial-SPI 3V/3.3V 256M-bit 32M x 8 8-Pin WPDFN T/R,MT25QL256ABA1EW9-0SIT,66,-90.0,0.0,332,Low - not enough data,-339.0
207,54f3ncq964k1famnbhkq2vtkr3,OpenADC - Tested,,2,-1.0,0.0,298,Low - not enough data,-7.0
208,4f3x5z4gn0hsrbafqg0d56d6sy,Res Thick Film 1206 250m Ohm 1% 1/2W ±100ppm/°C Molded SMD Paper T/R,CSR1206FKR250,93,-3.666666666666666,216.0,98,Low,5393.0
209,775k102858k4t9wht3g6vm6f7t,"17V Input, 5A Synchronous Step-Down Regulator with Voltage Scaling 20-HTSSOP -40 to 85",TPS56520PWPR,360,-119.0,0.0,332,Low - not enough data,-7.0
210,55287w42q8ggd8tq56fhfg057w,CW312T to CW308T adapter (2-layer simple version),,812,-102.23746898263028,11.161111111111111,17,Medium,71.12777777777778
211,5q6n622fymjnn95e2dtsbv1pz8,Chipshouter main unit,,22,-10.983333333333334,31.666666666666668,6,Medium,56.333333333333336
212,5re1mbem2akt6ba4vj24d6jkec,"Anti-Static Bag 5x8""",30058,205,-23.5,11.597883597883596,69,Medium,85.78306878306877
213,7cp0sbd6sgk7383sm1vkzb65rd,1.0 A Positive LDO Linear Voltage Regulator (Fixed and Adjustable) Vout: 1.8 V,NCP1117ST18T3G,829,-15.0,0.0,334,Low - not enough data,-7.0
214,4qh9yjxk2mhrkamzpc0n3w8jjg,Fan Axial 30X10MM Ball 5VDC Wire,MR3010H05B1-RSR,30,-20.0,0.0,167,Low - not enough data,-7.0
215,7e2pp7j4cmkcq80kw5g4e3kgyp,"Metal Film Resistor, 330 OHM, 250mW",,820,-150.0,0.0,98,Low - not enough data,-7.0
216,7vf7m08vtyhyf8y6b547fcrnqg,"Nylon Plastic Washer for Number 2 Screw Size, 0.094"" ID, 0.188"" OD",90295A320,68,-39.11111111111111,23.599999999999998,61,High,16.599999999999998
217,555dn1seq4h6r9292dfb257v7d,"Protective Pak Velostat Hinged Container 7x3-1/2""x1"" 4024",57021,382,-38.48166666666667,19.785714285714285,17,Low,171.07142857142856
218,8006z21gqwjs6ba3wwq5wcse9m,Conn Unshrouded Header HDR 16 POS 2.54mm Solder ST Top Entry Thru-Hole BergStik® Bulk,68000-216HLF,4,-10.0,0.0,19,Low - not enough data,-26.0
219,5c0n31qgsjg8jb0fxp0hc8skp7,"ROUND STANDOFF #4-40 ALUM 5/8""",1839,293,-54.5,135.0,61,Low,668.0
220,6nm0ngqhj0hwj9yfh5sxkpf58q,"Power inductor, shielded, 20% tol, SMT, RoHS, halogen f",XAL7070-122MEB,112,-3.0,46.0,286,Low,1695.0
221,6p96jfzamwhxv8jcc9ayn38qb7,Development Boards & Kits - ARM STM32F3 Target for CW308 (TESTED),,148,-14.666531713900136,9.573611111111111,7,Medium,88.73611111111111
222,6ryjw17kacjp38g0jtdj46nz5k,Conn RJ-25 F 6 POS 1.02mm Solder RA Thru-Hole 6 Terminal 1 Port Cat 3 Box/Tray,1734723-1,2,-24.0,0.0,187,Low - not enough data,-194.0
223,8ffrcvf06cgzw9jnrhe6hygar0,"1.7 x 4.75 mm, Hexagonal Cover, Strain Relief, Modular, Dc Power Plug Connector",PP-014,110,-14.366666666666667,92.33333333333333,38,Low,639.3333333333333
224,76q1hvpt20k0r9aek73ae11b0v,ATSAML11 UFO TARGET BOARD,,8,-70.66666666666667,52.0,201,High - overdue for batch,-156.0
225,90rzjt4rvej2eask7vx4jhcf8c,SONATA Rev. 09,,87,-58.0,0.0,32,Low - not enough data,-7.0
226,7gnqdtym7rgw49jcshbft1x71b,Development Boards & Kits - ARM STM32F1 Target for CW308 (TESTED),,14,-9.7,20.700000000000003,7,High,13.700000000000003
227,96q12xm4mgjhc8pd81zq0evpv8,"Power inductor, shielded, 20% tol, SMT, RoHS, halogen f",XAL5030-122MEC,348,-375.0,0.0,332,Low - not enough data,-339.0
228,9m983xpymtj9w94cbexwjjce2r,Bumpers and Leveling Elements Bumper Black Molded Polyurethane Adhesive 9.525mm,SJ61A8,3214,-178.14727668845316,10.197307692307692,17,Low,176.55153846153846
229,56j5xmqjkwkcqagykabnaj7kpb,Enclosure; IP54; Subminiature; 1551 MINI; TransRed; Plastic; 1.97X.98X.61Inches,1551BTRD,90,-11.0,66.0,75,Low,521.0
230,5jd81d5etckxxaxb73yx1dhee1,Chipshover JOY cable,,0,-3.666666666666666,0.0,215,Low - not enough data,-222.0
231,5rj34b3dq0kdd9szyd1emav2jc,SAM3U Series 96 MHz 256 kB Flash 52 kB SRAM 32-Bit Microcontroller - LQFP-100,ATSAM3U4CA-AU,910,-7.0,0.0,332,Low - not enough data,-7.0
232,43he08r3srh5wbxnees4mcjsnt,"Monoprice Palette Series USB 2.0 Type-C to Type-C Charge & Sync Nylon-Braid Cable, 3ft, Blue",38896,0,-12.666666666666666,11.0,298,High - overdue for batch,-294.0
233,4hapc1xfzygkcbzf8w337yasy7,1.25 mm Pitch 4 Position Single Row Wire to Board Connector Housing,GHR-04V-S,387,-27.833333333333332,56.0,61,Low,721.0
234,5tyah2w2nrg9p8avsdchttdhkz,Heat Sinks HEATSINK FOR TO-268 BLK ANODIZED,DA-T268-101E-TR,94,-28.5,120.16666666666667,39,Low,353.5
235,47smz6b29ggtvbsrtnk0x4ypcr,"SMD Chip Resistor, 22 kOhm, ï¿½ 1%, 62.5 mW, 0402 [1005 Metric], Thick Film, General Purpose",RC0402FR-0722KL,9932,-50.0,0.0,67,Low - not enough data,-7.0
236,4jb6f4c86ghrb9wws99kr14wxn,SLEEVE COVER CW305 ARTIX FPGA XC7A100T,,28,-17.666666666666668,26.5,48,High,19.5
237,5a59fqwk3rkcna7dd12nh2fvwt,MURA Series 1 A 600 V 75 ns Surface Mount Ultrafast Power Rectifier - CASE-403D,MURA160T3G,11,-12.0,0.0,329,Low - not enough data,-336.0
238,7kqjbsqehrjxca8s3ez80apwcv,"High-Visibility Blue L-Key 4 mm Hex Size, 2-7/8"" Overall Length",5984A25,96,-8.38095238095238,24.70555555555556,6,Low,264.7611111111112
239,7tra567z3chenbd87e0c2dmz6n,RC Series 0603 0.1 W 10 Ohms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,RC0603FR-0710RL,5242,-317.0153846153846,19.058333333333334,12,Low,297.93333333333334
240,4agqx54fs8jss8pk4t3n42cap7,"10 of Each: Green, Red, Orange, Brown and Black 9"" Female Jumpers and 200 Headers",920-0193-50,0,-3.0,0.0,284,Low - not enough data,-291.0
241,5b5r3n6yath2davs1h410nbk2t,,,28,-3.033333333333333,57.166666666666664,68,Low,507.5
242,aa8em1q2h2j9wag6egtjjxgkj5,"Anti-Static Bag 6x8""...Anti-Static Control Products 6X8 ZIP PKG/100",30068,196,-8.0,0.0,329,Low - not enough data,-7.0
243,63rkgbz032jrb8498vv7reyxsx,Daughter Cards & OEM Boards ChipWhisperer-Lite Capture (KIT),,2,-1.0,0.0,215,Low - not enough data,-7.0
244,818w3g0992g4vbf71a90v9mc0x,PCB UFO Target STM32F REV. 3,,756,-31.505988455988454,10.131176470588235,7,Low,226.0170588235294
245,61zdsstqcmkgn93e9n3mbt4psq,Power Supply AC-DC Multi Plug Adapter 5W USB Input,VER05US050-BB,18,-14.363484848484848,11.991904761904761,5,High,4.991904761904761
246,4mt53gn17gkys953w9amdezefy,RES SMD 220K OHM 1% 1/10W 0603,RC0603FR-07220KL,3500,-190.0,0.0,334,Low - not enough data,-7.0
247,5pym8nsg56ke59gtgykay1pjpm,"1.8power cord, C5 to US Plug (NEMA 1-15), 10 A, 125 V",AC30MNA-R,0,-20.0,23.0,132,High - overdue for batch,-116.0
248,abz08dcr5jghpbycc68qsmf7dg,Ferrite Core Antenna/RFID Rods 78-Material,3078990831,800,-115.0,0.0,349,Low - not enough data,-7.0
249,82bhv61q1ekszb03d09reptygr,UFO TARGET LPC55S69 (TESTED),,50,-2.5,10.0,7,Low,193.0
250,5saaq5hff4hxga2p2hxsjewdvt,HEATSHRK FP301 3/4X0.75 1=50PC,"FP-301 3/4"" CR 200'",0,-7.0,0.0,187,Low - not enough data,-194.0
251,acrfh4zw6jkkm8xjetx4a60n9n,SONATA sleeve cover,,92,-39.166666666666664,16.375,32,High,25.75
252,6h9n4b6axwjm99vy7actngxjyp,CONN 22-30AWG CRIMP GOLD,0008550102,1846,-83.0,0.0,329,Low - not enough data,-7.0
253,83w56e9nc8gpp9gn7x9s8ve780,Target Board for ChipSHOUTER PCB,,36,-102.0,0.0,188,Low - not enough data,-195.0
254,5st6rrtmewhkha437r1tntjehh,Res Thick Film 1.6 x 0.8 mm 22K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0722KL,5402,-100.0,0.0,76,Low - not enough data,-7.0
255,87b5nwz8bwh3g91p9n9y83kq98,Level 1 Starter Kit sleeve,,103,-50.0,0.0,82,Low - not enough data,-7.0
256,84d3vs9y4gjeq8tdqwt8679fj6,"BERGEN BD,K410T  (MOUNTED CAPS)",,11,-3.027777777777777,19.0,68,Medium,50.0
257,4svv4r0gmth5nb6fwjrkzjx3c5,Trench MOSFET N-Channel 60V 3.5A 3-Pin SOT-23,PMV37ENEAR,452,-66.5,22.333333333333332,74,Low,127.0
258,ahprf2a9fmh81a7tm0a79zhe13,3n0,,168,-32.0,0.0,109,Low - not enough data,-7.0
259,6r5kvjcrq8k9j9xp9xkzyydny9,NPCA Programmable Logic IC Development Tools Spartan 6LX9 FPGA Target for CW308,,0,-58.0,0.0,206,Low - not enough data,-213.0
260,84kcwrxtn4gjda10rhdfctdjff,Switch Tactile N.O. SPST Rectangular Button Gull Wing 0.05A 12VDC 2.2N SMD Embossed T/R,EVQ-P7A01P,84,-1.0,0.0,329,Low - not enough data,-7.0
261,69n0hfxjq2gnk81cc924m2qhk8,"RAYCHEM: Heat Shrink,1/16 in. ID,2:1 Shrink,Blk,4ft stks,RNF-100-1/16-BK-STK",RNF-100-1/16-BK-STK,8,-1.0,0.0,332,Low - not enough data,-7.0
262,4tg0b99sr8jwja6v6wfgyatce1,PCB K82F,,0,-100.0,110.0,196,High - overdue for batch,-93.0
263,4zk2thrfmakj6b4m2vsw3a3x6s,Cable Assembly Modular 2.13m 26AWG Modular Plug to Modular Plug 6 to 6 POS PL-PL Crimp-Crimp Carton,512-26-6600-BL-0007F,3,-22.0,0.0,129,Low - not enough data,-136.0
264,akr66pe6yck25bj9wz6yn0ckkm,CWLITE CAPTURE SLEEVE COVER,,90,-8.325,31.666666666666668,14,Low,309.6666666666667
265,8q4gbmbrv4ghbahw07npctt4kv,XC7A35T SLEEVE COVER,,7,-4.166666666666667,41.88888888888889,98,Medium,34.88888888888889
266,6y62cwkg00jcya0ghzb3zd3e3k,Phywhisperer top label,,104,-42.0,0.0,69,Low - not enough data,-7.0
267,6at8wwr8vygkj8xa9g5dw3e505,Cap Aluminum Polymer 1200uF 2VDC 20%( 6.3 X 9.9mm) SMD 0.008 Ohm 5230mA 2000h 105C T/R,2SVPE1200M,12,-50.0,0.0,66,Low - not enough data,-73.0
268,503gm7dyjjgs48rq890zm4btf6,"SoC; 2,412G÷2,484GHz; -98dBm; 2.2÷3.6VDC; SMD; QFN48; 19.5dBm; 16MB",ESP32-D0WDQ6,3,-16.0,0.0,109,Low - not enough data,-116.0
269,5zfss5cjygjkhb5cxxtxyr0sm4,Cable Assembly UTP Patch Cord 2.133m 26AWG Modular Plug to Modular Plug 6 to 6 POS PL-PL Bag,AT-S-26-6/6/B-7/R,9,-6.995238095238096,32.333333333333336,3,High,25.333333333333336
270,an0jsgkth0gqn8p2n0gwwfcphy,Conn Contact SKT 1 POS Crimp ST Cable Mount 1 Terminal 1 Port Loose Piece,7-66504-0,85,-52.5,3.2,314,High - overdue for batch,-3.8
271,8rtn8q2hk4gj88xgney3dhsjq2,ATmega Series 20 MHz 32 KB Flash 2 KB SRAM 8-Bit Microcontroller - DIP-28,ATMEGA328P-PU,55,-50.0,0.0,98,Low - not enough data,-7.0
272,8ahhj6nr8wkmfbj1bec5weqghf,White Lite Series 2 Position 2.54 mm SMT Vertical Socket,BG306-02-A-2-0400-L-G,9,-92.5,255.0,76,Low,172.0
273,4ztvd93h2ej5e82c48dr6taav2,ZX Series 5 Position Through Hole Wire to Board Right Angle Male Receptacle,ZX62D-B-5P8(30),8,-36.0,0.0,187,Low - not enough data,-194.0
274,51t9da6enagmh9aavbhn6h0j0a,Development Boards & Kits - ARM STM32F2 w/ Hardware Crypto Target for CW308 (TESTED),,12,-5.0,1.0,178,High - overdue for batch,-5.0
275,61vxynfzxghe293v32mghpbygz,BallisticGel CW521 REV. 04 ( TESTED),,4,-3.895,26.066666666666666,6,High,19.066666666666666
276,8yfp7w8v0tjwkam7fcwxcaagb6,"LED, 5MM, Red",TLHR5400,52,-25.0,0.0,98,Low - not enough data,-7.0
277,74w6b0ehzjjxe9f8qyxqh1bjnz,"18-8 Stainless Steel Socket Head Screw, 6-32 Thread Size, 5/16"" Long",92196A145,320,-80.0,0.0,215,Low - not enough data,-7.0
278,8fdq6pmv0gjjh9bm28fjzkkpar,"IDE Cable, 6 Pin",Q14201980,347,-53.91428571428571,11.1125,7,Medium,59.67500000000001
279,6ff1qc3h9gks4bd9mkg6031zkz,ARM® Cortex®-M0 series Microcontroller IC 32-Bit Single-Core 48MHz 128KB (128K x 8) FLASH 64-LQFP (10x10),,0,-150.0,0.0,343,Low - not enough data,-350.0
280,51z6p6cn6ykkdaey2geaz1pm5k,INJECTION TIP LABEL 4MM/CW (BLACK),,69,-25.0,0.0,158,Low - not enough data,-7.0
281,92wdfm0w2ykvrbyf2yzjx4r49p,Thumb Screw Kit For Metal D Sub Junction Shells For Round Cable,3341-7-KIT,99,-32.5,0.0,319,Low - not enough data,-7.0
282,75arh5b62mhsk9ke5te3n1jyfe,CONN RCPT HSG 3POS 3.96MM,0351560300,73,-1.0,0.0,329,Low - not enough data,-7.0
283,97esv7vrb6kyb9qsjksk4cc8en,BROWN BOX,,65,-3.0,0.0,327,Low - not enough data,-7.0
284,8hwgs2awtmjgd8m1n83mapfhtx,Green Ø5 mm 50° 2.3 mcd Diffused 1.8 V Domed Solid State LED Lamp - T-1 3/4,4300H5LC,50,-50.0,0.0,98,Low - not enough data,-7.0
285,6ktzb7e5t6gvtby7bhz5kxge6r,"4.5-V to 17-V, 12-A synchronous buck converter with voltage scaling 24-HTSSOP -40 to 85",TPS56C20PWP,31,-50.0,0.0,332,Low - not enough data,-339.0
286,55gw8msqxghq7991p5wrm41j2b,"Artix 7A100 FPGA Target - 100 mOhm, No VCC",,9,-4.833333333333333,35.333333333333336,68,High,28.333333333333336
287,6h6dpdnjm8g48awrmx6n7fyph5,Res Thick Film 1206 0.1 Ohm 1% 1/2W ±100ppm/°C Molded SMD SMD Paper T/R,CSR1206FKR100,46,-3.0,0.0,98,Low - not enough data,-7.0
288,b7qk84fcxegbkb4g24s7xren56,"MCX to BNC Cable, 15cm (12"")",,322,-40.27708333333333,15.39722222222222,17,Low,100.78055555555554
289,9g5v5b0jv4h3h8abtqjjchnz3x,"double sided 3.5 x 17"" Chipwhispere Lite 32-bit edition quick guide",,991,-68.63809523809523,10.222222222222223,88,Low,136.11111111111111
290,79qwwbyhmpkyz8r10c9qyc5km9,"16 X 16 X22"" CORRUGATED BOXES",S-20483,22,-14.0,0.0,327,Low - not enough data,-7.0
291,8kq57wt2zpk62bhgw9pf68evs3,FIXED IND 6UH 2.5A 22 MOHM TH,744710603,62,-19.444444444444446,132.0,75,Low,389.0
292,6m69p0s4egja7bxa4feqbcm952,Cable Assembly 1.83m 22AWG USB Type A to DC Power 4 to 2 POS PL-PL,10-00240,9,-1.3,13.0,19,Medium,71.0
293,6r3v2rnqgch60akwzm0wdnhmhj,Test Point MultiPurpose THM .445 L .125OD Heat Resistant Nylon 46 Red,5010,25,-15.0,0.0,19,Low - not enough data,-7.0
294,6r1rrt4kxyhzga4ftfteqs2mpg,CW308 UFO Board Tested w/ XMEGA Target (TESTED),,0,-23.170833333333334,10.211688311688311,11,High - overdue for batch,-7.0
295,5bk89rrsmjjcq8p1ss9x4ab8c2,"Screws for Plastic, Zinc-Plated Steel, Number 4 Size, 1/4"" Long PK 100",90380A106,925,-288.28138528138527,12.933333333333332,47,Medium,31.799999999999997
296,9rgf7fmy3jgreae6wr9a2w3zfd,"Stainless Steel Flat Head Thread-Forming Screws for Plastic, Phillips Drive, Number 4 Screw Size, 3/4"" Long",,112,-144.0,0.0,69,Low - not enough data,-76.0
297,5dq1gakkhjg7h8xj16berhmdz8,"Artix Socket FPGA Target - 100 mOhm, No VCC",,0,-1.0,0.0,215,Low - not enough data,-222.0
298,bjjvjfp0xejy3acvmkgw8hd0wp,"Res, 20M, 5%, 0.5W, 2010 Rohs Compliant: Yes",HV732HTTE206J,417,-50.0,0.0,76,Low - not enough data,-7.0
299,6vg5gyjwzmh388y1yzytj3dn49,5x CW312 Breakout/Adapter PCBs,,0,-1.0,0.0,294,Low - not enough data,-301.0
300,5myfdc8hwaknr89rt9mf0carep,FPGA - Field Programmable Gate Array XC6SLX9-3TQG144C,XC6SLX9-3TQG144C,270,-200.0,0.0,173,Low - not enough data,-7.0
301,70mfqza51mgtma3kb3hgv14rjy,DMP2123LQ Series 20 V 3 A P-Channel Enhancement Mode Transistor - SOT-23-3,DMP2123LQ-7,938,-50.0,0.0,334,Low - not enough data,-7.0
302,bmzpmt4m8ghxhbd1ht15nvhqcz,Res Thick Film 0805 1 Ohm 1% 0.33W ±200ppm/°C Molded SMD Punched Carrier T/R,ERJ-6BQF1R0V,688,-56.0,7.0,12,Medium,77.0
303,9484qtn9fghcwbjheess7a70b4,Chipshover case label,,11,-9.0,0.0,208,Low - not enough data,-7.0
304,6w7swhebfggkf8rhp1s9v3t3wt,RC_L Series 0603 10 kO ±1% 0.1 W ±100 ppm/°C Thick Film Chip Resistor,RC0603FR-0710KL,4114,-107.63137254901963,16.916666666666668,13,Low,635.8333333333334
305,5jgf9q81dmkdgbxe1zsfzaebgn,75869 Series 6 Position (2 x 3) 2.54 mm Vertical Shrouded 4 Wall Male Pin Header,75869-131LF,332,-78.4,13.24,12,Medium,45.96
